location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Finland,4/19/21,84287,156,287,891,4,2.429,15212.288,28.155,51.798,160.809,0.722,0.438,0.81,34,6.136,166,29.96,,,,,18218,4324711,780.533,3.288,16556,2.988,0.017,57.7,tests performed,1444597,1321867,122730,3949,30765,26.07,23.86,2.22,5553,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/20/21,84501,214,276.714,893,2,2.286,15250.912,38.623,49.942,161.17,0.361,0.413,0.81,36,6.497,163,29.419,,,,,20268,4344979,784.191,3.658,16136,2.912,0.017,58.3,tests performed,1471536,1346684,124852,26939,25474,26.56,24.31,2.25,4598,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/21/21,84797,296,261.857,899,6,2.571,15304.334,53.423,47.261,162.253,1.083,0.464,0.81,35,6.317,142,25.628,,,,,18447,4363426,787.52,3.329,16247,2.932,0.016,62,tests performed,1570979,1430756,140223,99443,36288,28.35,25.82,2.53,6549,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/22/21,85077,280,260.571,902,3,2.429,15354.869,50.535,47.028,162.795,0.541,0.438,0.81,37,6.678,129,23.282,,,,,20264,4383690,791.177,3.657,16382,2.957,0.016,62.9,tests performed,,,,,37354,,,,6742,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/23/21,85344,267,244.429,903,1,2.286,15403.058,48.189,44.115,162.975,0.18,0.413,0.81,31,5.595,132,23.824,,,,,17435,4401125,794.324,3.147,16463,2.971,0.015,67.4,tests performed,1633376,1485461,147915,,35612,29.48,26.81,2.67,6427,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/24/21,85607,263,282,903,0,2.286,15450.525,47.467,50.896,162.975,0,0.413,0.81,,,,,,,,,12436,4413561,796.568,2.244,16723,3.018,0.017,59.3,tests performed,,,,,35121,,,,6339,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/25/21,85804,197,239,903,0,2.286,15486.08,35.555,43.135,162.975,0,0.413,0.8,,,,,,,,,8765,4422326,798.15,1.582,16548,2.987,0.014,69.2,tests performed,1683060,1529600,153460,,34630,30.38,27.61,2.77,6250,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/26/21,85937,133,235.714,906,3,2.143,15510.084,24.004,42.542,163.517,0.541,0.387,0.81,,,,,,,,,15884,4438210,801.017,2.867,16214,2.926,0.015,68.8,tests performed,,,,,35536,,,,6414,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/27/21,86161,224,237.143,908,2,2.143,15550.512,40.428,42.8,163.878,0.361,0.387,0.81,,,,,,,,,20261,4458471,804.674,3.657,16213,2.926,0.015,68.4,tests performed,1703632,1548850,154782,,33157,30.75,27.95,2.79,5984,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/28/21,86405,244,229.714,911,3,1.714,15594.549,44.038,41.459,164.419,0.541,0.309,0.8,,,,,,,,,12738,4471209,806.973,2.299,15398,2.779,0.015,67,tests performed,1757197,1597841,159356,53565,26603,31.71,28.84,2.88,4801,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/29/21,86613,208,219.429,913,2,1.571,15632.09,37.54,39.603,164.78,0.361,0.284,0.8,,,,,,,,,124,4471333,806.995,0.022,12520,2.26,0.018,57.1,tests performed,,,,,27418,,,,4948,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/30/21,86808,195,209.143,914,1,1.571,15667.284,35.194,37.747,164.961,0.18,0.284,,,,,,,,,,,,,,,,,,,1831007,1664774,166233,,28233,33.05,30.05,3,5096,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,5/1/21,87096,288,212.714,914,0,1.571,15719.262,51.979,38.391,164.961,0,0.284,,,,,,,,,,,,,,,,,,,1861185,1692571,168614,30178,28995,33.59,30.55,3.04,5233,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
